,Age Group,Age,Education,Marital_Status,Income Group,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Children,Month,Year,TotalPurchases,TotalProducts,AtLeast1Cmp
1709,Middle Aged,41,PhD,Married,Upper Middle,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,1,3,2014,11,264,0
1710,Young Adult,28,Graduation,Married,High Income,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,0,6,2014,21,2157,1
1711,Middle Aged,55,Master,Married,High Income,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,8,2013,22,1526,1
1712,Young Adult,36,Graduation,Together,Lower Middle,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,1,4,2013,5,69,0
1713,Middle Aged,48,Graduation,Married,High Income,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,11,2012,25,1597,1
1714,Young Adult,22,Basic,Single,Low Income,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,1,5,2014,6,64,0
1715,Young Adult,30,Graduation,Together,Lower Middle,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,11,2012,12,497,0
1716,Middle Aged,58,Graduation,Single,Upper Middle,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,1,5,2013,15,1067,0
1717,Young Adult,37,Graduation,Married,Low Income,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,2,5,2014,5,31,0
1718,Middle Aged,40,Graduation,Together,Lower Middle,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,2,9,2013,9,211,0
1719,Young Adult,38,PhD,Married,Upper Middle,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,11,2012,21,877,1
1720,Young Adult,35,Graduation,Married,Low Income,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,1,1,2013,3,11,0
1721,Young Adult,31,PhD,Married,High Income,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,0,5,2013,24,2034,1
1722,Young Adult,23,Graduation,Single,High Income,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,0,12,2013,18,1991,1
1723,Middle Aged,52,PhD,Widow,High Income,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,4,2014,24,1686,1
1724,Young Adult,32,PhD,Single,Lower Middle,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,1,2014,12,324,0
1725,Young Adult,35,Master,Single,Low Income,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,4,2014,6,69,0
1726,Middle Aged,59,Graduation,Together,Lower Middle,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,10,2012,11,252,0
1727,Middle Aged,49,Basic,Single,Low Income,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,1,1,2013,4,54,0
1728,Middle Aged,53,Master,Together,High Income,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,2,3,2013,23,964,0
1729,Old Adult,63,Graduation,Married,High Income,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,1,2,2013,26,1327,0
1730,Middle Aged,50,PhD,Together,Lower Middle,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,2,3,2014,5,68,0
1731,Middle Aged,55,Graduation,Married,Low Income,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,12,2012,4,60,0
1732,Middle Aged,59,Graduation,Divorced,Lower Middle,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,2,4,2013,4,55,1
1733,Middle Aged,48,Graduation,Together,High Income,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,3,2014,20,1456,1
1734,Middle Aged,56,Master,Single,High Income,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,1,5,2013,17,563,0
1735,Old Adult,60,Graduation,Divorced,High Income,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,1,2,2013,22,1504,0
1736,Middle Aged,47,Graduation,Single,High Income,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,2,4,2014,17,564,0
1737,Middle Aged,51,Graduation,Married,High Income,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,11,2013,22,1125,1
1738,Middle Aged,55,Graduation,Married,Upper Middle,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,1,5,2014,13,358,1
1739,Middle Aged,43,PhD,Married,Lower Middle,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,1,12,2013,4,42,0
1740,Middle Aged,50,Graduation,Together,Upper Middle,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,4,2014,8,184,1
1741,Young Adult,31,Graduation,Together,Lower Middle,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,1,4,2013,14,460,0
1742,Old Adult,69,PhD,Single,Lower Middle,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,5,2014,7,145,0
1743,Old Adult,67,Graduation,Together,High Income,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,1,2013,24,1376,0
1744,Middle Aged,45,PhD,Divorced,Upper Middle,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,1,1,2013,21,792,0
1745,Old Adult,62,Graduation,Married,High Income,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,10,2012,22,1382,0
1746,Old Adult,67,Basic,Together,Low Income,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,11,2012,3,28,0
1747,Old Adult,68,Master,Married,Upper Middle,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,9,2013,23,1033,0
1748,Middle Aged,45,Graduation,Divorced,High Income,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,1,5,2013,20,882,0
1749,Old Adult,65,PhD,Married,High Income,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,3,2013,13,2231,1
1750,Middle Aged,53,PhD,Together,Upper Middle,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,10,2012,16,1101,1
1751,Middle Aged,40,Graduation,Married,Lower Middle,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,1,9,2012,11,369,0
1752,Young Adult,34,Master,Single,Low Income,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,1,2,2014,4,48,0
1753,Old Adult,65,PhD,Widow,Upper Middle,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,2,2013,15,467,1
1754,Middle Aged,43,Graduation,Widow,Low Income,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,2,12,2012,5,44,0
1755,Young Adult,35,Basic,Single,Low Income,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,2,3,2013,6,38,0
1756,Middle Aged,46,Graduation,Married,Lower Middle,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,2,11,2013,6,81,0
1757,Middle Aged,43,Master,Single,Lower Middle,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,8,2013,8,167,0
1758,Middle Aged,59,PhD,Married,Lower Middle,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,2,5,2014,5,45,0
1759,Middle Aged,42,Graduation,Married,High Income,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,1,5,2013,18,664,0
1760,Middle Aged,50,Master,Married,Upper Middle,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,1,9,2013,17,622,0
1761,Young Adult,35,Master,Divorced,Low Income,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,1,3,2013,5,48,0
1762,Young Adult,39,Graduation,Together,Upper Middle,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,1,10,2013,14,461,0
1763,Young Adult,37,Graduation,Married,High Income,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,1,8,2013,25,1073,0
1764,Young Adult,28,Master,Married,Low Income,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,1,9,2013,6,55,0
1765,Middle Aged,58,Graduation,Married,Upper Middle,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,1,3,2013,23,976,0
1766,Young Adult,34,PhD,Single,Lower Middle,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,1,6,2014,4,20,0
1767,Young Adult,32,Graduation,Together,High Income,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,5,2013,16,1149,0
1768,Middle Aged,53,Basic,Married,Low Income,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,6,2014,5,43,0
1769,Young Adult,39,Master,Married,Lower Middle,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,1,10,2013,8,224,1
1770,Middle Aged,40,PhD,Divorced,Low Income,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,9,2012,6,101,0
1771,Old Adult,68,PhD,Married,Upper Middle,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,4,2013,9,209,0
1772,Young Adult,29,Graduation,Single,High Income,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,10,2012,20,968,0
1773,Old Adult,62,PhD,Together,High Income,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,6,2013,16,1165,0
1774,Middle Aged,47,Graduation,Married,Lower Middle,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,1,3,2014,4,24,0
1775,Middle Aged,59,Graduation,Together,Lower Middle,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,10,2012,11,252,0
1776,Young Adult,29,Graduation,Single,Low Income,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,1,8,2012,8,165,0
1777,Young Adult,37,PhD,Married,Low Income,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,10,2012,11,269,0
1778,Middle Aged,41,PhD,Together,Lower Middle,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,1,8,2013,6,102,0
1779,Young Adult,30,Master,Married,Upper Middle,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,8,2013,18,461,0
1780,Young Adult,35,Basic,Single,Low Income,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,1,12,2012,5,47,0
1781,Young Adult,38,PhD,Single,Lower Middle,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,2,2,2014,7,144,0
1782,Middle Aged,46,Graduation,Married,Upper Middle,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,10,2012,23,1338,0
1783,Middle Aged,55,Graduation,Together,High Income,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,1,11,2013,23,917,0
1784,Middle Aged,43,Graduation,Together,Low Income,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,2,1,2013,12,318,0
1785,Middle Aged,47,Graduation,Single,Lower Middle,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,2,11,2012,10,253,0
1786,Middle Aged,41,Graduation,Married,Lower Middle,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,1,9,2012,15,502,0
1787,Young Adult,31,Graduation,Together,Lower Middle,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,1,12,2013,6,119,0
1788,Young Adult,35,Master,Together,Upper Middle,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,2,8,2012,16,1250,0
1789,Young Adult,35,Graduation,Together,High Income,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,1,11,2013,23,969,0
1790,Old Adult,64,Graduation,Together,Low Income,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,2,8,2013,6,76,0
1791,Middle Aged,51,PhD,Single,Lower Middle,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,2,4,2014,5,62,0
1792,Middle Aged,52,Master,Together,High Income,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,8,2013,25,1382,1
1793,Young Adult,38,Graduation,Single,Lower Middle,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,1,2,2014,6,84,0
1794,Old Adult,62,Graduation,Together,Low Income,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,2,7,2013,9,255,1
1795,Middle Aged,54,Master,Married,Low Income,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,2,6,2013,4,43,0
1796,Middle Aged,59,Graduation,Single,Upper Middle,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,1,10,2013,13,398,0
1797,Young Adult,37,Master,Single,Lower Middle,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,1,4,2014,6,76,0
1798,Middle Aged,50,Graduation,Together,Upper Middle,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,2,6,2014,13,902,1
1799,Young Adult,33,Master,Together,High Income,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,1,5,2014,20,823,0
1800,Young Adult,38,Graduation,Together,High Income,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,1,6,2014,24,1179,0
1801,Middle Aged,40,Graduation,Together,High Income,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,1,10,2012,28,1921,1
1802,Old Adult,63,Master,Together,Upper Middle,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,2,4,2013,8,185,0
1803,Middle Aged,48,Graduation,Single,Lower Middle,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,2,3,2013,14,433,0
1804,Old Adult,63,Graduation,Married,Lower Middle,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,2,1,2014,4,34,1
1805,Middle Aged,56,Graduation,Together,Upper Middle,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,1,6,2013,22,907,0
1806,Middle Aged,48,PhD,Single,Low Income,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,2,12,2013,25,416,0
1807,Middle Aged,50,Graduation,Single,Low Income,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,2,6,2013,6,44,0
1808,Middle Aged,58,Graduation,Married,High Income,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,4,2014,16,1588,0
1809,Middle Aged,40,PhD,Single,Upper Middle,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,11,2012,16,1797,1
1810,Middle Aged,48,Graduation,Together,Lower Middle,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,2,10,2012,4,40,0
1811,Middle Aged,51,PhD,Single,Lower Middle,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,1,11,2012,15,1143,0
1812,Middle Aged,45,Master,Married,High Income,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,6,2014,13,914,1
1813,Young Adult,22,Graduation,Together,Upper Middle,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,1,2013,11,1502,1
1814,Old Adult,60,Graduation,Divorced,High Income,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,1,2,2013,17,1338,0
1815,Young Adult,31,PhD,Together,Low Income,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,1,7,2013,4,27,0
1816,Young Adult,32,Master,Together,Upper Middle,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,9,2013,20,763,1
1817,Old Adult,63,Graduation,Single,High Income,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,7,2013,21,1331,0
1818,Middle Aged,58,Graduation,Married,Lower Middle,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,2,8,2013,16,525,0
1819,Middle Aged,53,PhD,Together,Low Income,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,2,6,2014,3,9,0
1820,Middle Aged,52,Graduation,Together,Upper Middle,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,1,4,2014,13,953,1
1821,Middle Aged,43,Master,Divorced,Lower Middle,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,2,10,2013,5,68,0
1822,Middle Aged,43,Master,Single,Low Income,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,10,2013,7,131,0
1823,Middle Aged,46,Graduation,Married,Upper Middle,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,1,8,2013,20,882,0
1824,Young Adult,36,Master,Together,Upper Middle,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,9,2012,23,1149,0
1825,Middle Aged,45,Graduation,Married,Low Income,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,1,9,2013,4,37,0
1826,Middle Aged,49,PhD,Widow,Upper Middle,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,1,8,2013,13,388,0
1827,Young Adult,28,Graduation,Together,High Income,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,2,2013,15,1428,0
1828,Middle Aged,56,Master,Married,High Income,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,5,2013,23,1633,0
1829,Young Adult,39,Master,Together,Low Income,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,5,2013,7,173,0
1830,Young Adult,27,Graduation,Single,Low Income,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,1,10,2013,7,99,0
1831,Middle Aged,55,Graduation,Together,Lower Middle,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,1,3,2013,9,215,0
1832,Middle Aged,52,PhD,Married,Upper Middle,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,1,2,2013,23,929,0
1833,Middle Aged,40,Graduation,Together,Lower Middle,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,1,3,2014,9,219,0
1834,Young Adult,37,Graduation,Married,Upper Middle,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,2,9,2013,8,174,0
1835,Young Adult,36,Graduation,Together,Lower Middle,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,2,12,2012,6,92,0
1836,Middle Aged,44,PhD,Married,High Income,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,9,2013,24,1052,0
1837,Middle Aged,57,Graduation,Married,Lower Middle,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,3,2013,11,275,1
1838,Middle Aged,59,Master,Married,Upper Middle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,8,2012,14,587,0
1839,Old Adult,60,PhD,Divorced,Upper Middle,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,9,2012,22,1662,0
1840,Young Adult,32,PhD,Together,Low Income,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,1,2,2013,8,159,0
1841,Old Adult,61,Master,Widow,High Income,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,0,6,2013,17,1024,1
1842,Middle Aged,46,Master,Divorced,Low Income,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,1,4,2014,5,35,0
1843,Middle Aged,57,Master,Together,High Income,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,8,2013,14,1042,0
1844,Middle Aged,49,Master,Together,Upper Middle,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,2,12,2013,14,395,0
1845,Young Adult,39,PhD,Married,High Income,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,0,0,9,2012,22,557,1
1846,Middle Aged,51,PhD,Married,Low Income,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,2,6,2014,0,9,0
1847,Young Adult,24,Graduation,Married,Low Income,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,7,2013,5,69,0
1848,Middle Aged,48,PhD,Married,Upper Middle,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,1,1,2014,15,486,0
1849,Young Adult,26,Graduation,Single,Low Income,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,1,2,2014,4,34,0
1850,Young Adult,19,Master,Single,High Income,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,9,2012,27,1365,1
1851,Young Adult,39,Graduation,Together,Low Income,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,1,5,2013,3,13,0
1852,Young Adult,36,PhD,Married,High Income,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,10,2012,20,1401,0
1853,Middle Aged,53,Graduation,Together,Upper Middle,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,1,2013,13,1574,0
1854,Young Adult,30,PhD,Single,High Income,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,9,2013,19,1323,0
1855,Middle Aged,43,Master,Divorced,High Income,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,8,2013,28,1217,1
1856,Old Adult,63,Master,Single,Upper Middle,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,3,11,2012,6,103,0
1857,Young Adult,38,Master,Together,Low Income,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,7,2013,6,84,0
1858,Middle Aged,42,PhD,Married,High Income,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,1,2013,22,1536,0
1859,Young Adult,29,Graduation,Together,Upper Middle,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,1,9,2012,16,581,0
1860,Middle Aged,48,PhD,Married,High Income,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,1,11,2012,13,928,0
1861,Young Adult,39,Master,Divorced,Low Income,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,12,2013,3,14,0
1862,Young Adult,35,Graduation,Single,Upper Middle,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,1,8,2013,14,424,0
1863,Middle Aged,43,Graduation,Married,High Income,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,1,10,2013,13,960,0
1864,Young Adult,32,Graduation,Married,High Income,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,11,2012,19,1555,1
1865,Middle Aged,41,Graduation,Widow,Upper Middle,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,2,10,2012,18,656,1
1866,Middle Aged,46,Master,Together,Low Income,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,2,9,2013,6,55,0
1867,Young Adult,30,Graduation,Single,Low Income,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,1,5,2014,4,20,0
1868,Middle Aged,43,Master,Together,Low Income,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,1,10,2012,13,367,0
1869,Young Adult,37,Master,Together,High Income,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,0,3,2014,21,2257,1
1870,Middle Aged,47,PhD,Divorced,Low Income,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,1,3,2014,5,42,0
1871,Middle Aged,50,Graduation,Divorced,High Income,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,1,6,2013,24,1049,0
1872,Middle Aged,42,Graduation,Single,Lower Middle,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,2,4,2014,5,48,0
1873,Old Adult,66,PhD,Single,Upper Middle,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,1,1,2013,19,685,0
1874,Old Adult,62,Graduation,Divorced,Lower Middle,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,1,4,2014,4,39,0
1875,Young Adult,27,Master,Single,Low Income,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,2,2014,4,43,0
1876,Middle Aged,55,Master,Widow,Low Income,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,8,2012,18,835,0
1877,Middle Aged,56,Graduation,Married,High Income,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,1,2014,19,1515,1
1878,Old Adult,63,PhD,Together,High Income,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,1,2,2013,24,1039,0
1879,Young Adult,39,Graduation,Divorced,High Income,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,1,7,2013,23,1596,0
1880,Young Adult,30,PhD,Married,High Income,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,10,2012,17,1828,0
1881,Middle Aged,45,PhD,Married,Low Income,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,4,2014,4,34,1
1882,Middle Aged,46,PhD,Divorced,Lower Middle,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,1,4,2014,8,149,0
1883,Middle Aged,45,Master,Single,Upper Middle,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,5,2013,22,946,1
1884,Young Adult,29,PhD,Single,Low Income,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,5,2014,5,28,0
1885,Young Adult,30,Graduation,Single,Upper Middle,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,1,11,2012,15,450,0
1886,Middle Aged,57,PhD,Married,Lower Middle,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,2,1,2014,4,46,0
1887,Middle Aged,43,PhD,Divorced,High Income,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,0,11,2013,15,1702,1
1888,Young Adult,39,Graduation,Together,High Income,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,2,9,2013,21,820,0
1889,Young Adult,32,Graduation,Married,Lower Middle,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,1,2,2013,13,382,1
1890,Young Adult,26,PhD,Married,Upper Middle,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,8,2012,19,2126,0
1891,Young Adult,25,Master,Together,High Income,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,0,0,5,2014,19,2069,1
1892,Young Adult,29,Graduation,Married,Low Income,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,1,1,2013,5,72,0
1893,Middle Aged,46,Graduation,Divorced,Upper Middle,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,6,2014,20,732,1
1894,Middle Aged,40,Graduation,Single,High Income,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,5,2014,10,801,0
1895,Old Adult,65,Graduation,Divorced,Lower Middle,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,1,10,2013,10,236,0
1896,Young Adult,36,Basic,Together,Low Income,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,1,9,2012,4,80,1
1897,Old Adult,60,PhD,Single,High Income,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,3,2014,14,1685,1
1898,Old Adult,69,PhD,Single,High Income,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,5,2014,27,277,0
1899,Old Adult,64,PhD,Together,Upper Middle,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,1,6,2013,16,507,0
1900,Middle Aged,50,PhD,Married,Lower Middle,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,2,2,2013,5,68,0
1901,Young Adult,31,Graduation,Single,Low Income,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,4,2014,4,49,0
1902,Young Adult,27,Master,Married,High Income,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,3,2014,14,397,0
1903,Middle Aged,43,Graduation,Divorced,Low Income,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,1,10,2013,6,39,0
1904,Middle Aged,46,Graduation,Married,Lower Middle,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,1,2014,12,306,1
1905,Old Adult,60,Graduation,Married,Upper Middle,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,5,2013,13,976,0
1906,Middle Aged,43,PhD,Married,Upper Middle,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,1,9,2013,24,1028,0
1907,Young Adult,28,Graduation,Together,Low Income,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,1,2,2014,6,70,0
1908,Middle Aged,55,Graduation,Married,Lower Middle,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,3,2013,4,46,0
